ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
B-1702,"1(3h)isobenzofuranone-3,3-dimethyl","InChI=1S/C10H10O2/c1-10(2)8-6-4-3-5-7(8)9(11)12-10/h3-6H,1-2H3",YFBZUWUJSCLVST-UHFFFAOYSA-N,CC1(C)OC(=O)c2ccccc12,-1.8684,0.0,1,G1,162.188,2.0921000000000003,44.883500000000026,12.0,2.0,0.0,2.0,0.0,62.0,1.0,0.0,1.0,2.0,26.3,71.1604077531048,2.6557328621566954,339.4467454636433
B-1703,p-phenylazophenol,"InChI=1S/C12H10N2O/c15-12-8-6-11(7-9-12)14-13-10-4-2-1-3-5-10/h1-9,13H",JTSBGMZPPPULTA-UHFFFAOYSA-N,O=C1C=CC(C=C1)=NNc2ccccc2,-3.3429,0.0,1,G1,198.22500000000002,2.1495999999999995,60.78670000000002,15.0,3.0,1.0,3.0,2.0,74.0,1.0,0.0,1.0,2.0,41.46,87.8128613777258,2.0411951941103497,425.94974056254546
B-1705,bromoxynil,"InChI=1S/C7H3Br2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H",UPMXNNIRAGDFEH-UHFFFAOYSA-N,Oc1c(Br)cc(cc1Br)C#N,-3.3284,0.0,1,G1,276.915,2.78888,48.22180000000001,11.0,2.0,1.0,4.0,0.0,56.0,1.0,0.0,0.0,1.0,44.019999999999996,80.71825387884101,3.3483696607830975,306.6978379924635
B-1706,bromoxynil octanoate,"InChI=1S/C15H17Br2NO2/c1-2-3-4-5-6-7-14(19)20-15-12(16)8-11(10-18)9-13(15)17/h8-9H,2-7H2,1H3",DQKWXTIYGWPGOO-UHFFFAOYSA-N,CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,-6.7023,0.0,1,G1,403.11400000000003,5.349180000000004,85.56800000000004,20.0,3.0,0.0,5.0,7.0,108.0,1.0,0.0,0.0,1.0,50.09,136.11862437136853,2.521601062826903,486.0803568040389
B-1707,"2-phenyl-4,5-dichloro-3-pyridazinone",InChI=1S/C10H6Cl2N2O/c11-8-6-13-14(10(15)9(8)12)7-4-2-1-3-5-7/h1-6H,VKWCOHVAHQOJGU-UHFFFAOYSA-N,ClC1=C(Cl)C(=O)N(N=C1)c2ccccc2,-3.3822,0.0,1,G1,241.07700000000003,2.5393,59.85400000000002,15.0,3.0,0.0,5.0,1.0,76.0,2.0,0.0,0.0,2.0,34.89,95.8742728962612,2.6602820094110218,536.8638064380169
B-1708,chloridazon,"InChI=1S/C10H8ClN3O/c11-9-8(12)6-13-14(10(9)15)7-4-2-1-3-5-7/h1-6H,12H2",WYKYKTKDBLFHCY-UHFFFAOYSA-N,NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,-2.7436,0.06320000000000014,2,G3,221.64700000000002,1.4680999999999997,59.256400000000006,15.0,4.0,1.0,5.0,1.0,76.0,2.0,0.0,0.0,2.0,60.910000000000004,90.91089736639223,2.6602820094110218,536.1089189358535
B-1709,"3,6-dichloropicolinic acid","InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)",HUBANNPOLNYSAD-UHFFFAOYSA-N,OC(=O)c1nc(Cl)ccc1Cl,-1.3884,0.44579999999999986,2,G3,192.00100000000003,2.0866,41.216300000000004,11.0,2.0,1.0,5.0,1.0,58.0,1.0,0.0,0.0,1.0,50.19,72.57828152084319,3.232208870305491,300.6337992264624
B-1710,6-methylchrysene,"InChI=1S/C19H14/c1-13-12-19-16-8-3-2-6-14(16)10-11-18(19)17-9-5-4-7-15(13)17/h2-12H,1H3",ASVDRLYVNFOSCI-UHFFFAOYSA-N,Cc1cc2c3ccccc3ccc2c4ccccc14,-6.5715,0.0,1,G1,242.321,5.454620000000004,83.69700000000006,19.0,0.0,0.0,0.0,0.0,90.0,4.0,0.0,0.0,4.0,0.0,111.8413388290992,2.3371227357502993,916.7400111490208
B-1711,isopropyl nitrate,"InChI=1S/C3H7NO3/c1-3(2)7-4(5)6/h3H,1-2H3",GAPFWGOSHOCNBM-UHFFFAOYSA-N,CC(C)O[N+]([O-])=O,-1.4593,0.0,1,G1,105.09299999999999,0.6031,23.215399999999992,7.0,3.0,0.0,4.0,2.0,42.0,0.0,0.0,0.0,0.0,52.37,41.189694708107425,3.126006652390634,70.58027134782355
B-1712,"1,1-dichlorofluoroethane","InChI=1S/C2H3Cl2F/c1-2(3,4)5/h1H3",FRCHKSNAZZFGCA-UHFFFAOYSA-N,CC(F)(Cl)Cl,-2.4448,0.0,1,G1,116.95,2.1071999999999997,21.218999999999998,5.0,0.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,39.87626099891573,3.0237157840738176,23.11941547876375
B-1713,"10h-phenothiazine, 2-chloro-7-methoxy-","InChI=1S/C13H10ClNOS/c1-16-9-3-4-10-13(7-9)17-12-5-2-8(14)6-11(12)15-10/h2-7,15H,1H3",VGCKEWCZFDSELD-UHFFFAOYSA-N,COc1ccc2Nc3cc(Cl)ccc3Sc2c1,-4.9787,0.0,1,G1,263.74899999999997,4.556800000000002,71.85170000000002,17.0,3.0,1.0,4.0,1.0,86.0,2.0,0.0,1.0,3.0,21.259999999999998,108.93739195179023,2.0417818930080243,585.627300015196
B-1714,dehydroabietic acid,"InChI=1S/C20H28O2/c1-13(2)14-6-8-16-15(12-14)7-9-17-19(16,3)10-5-11-20(17,4)18(21)22/h6,8,12-13,17H,5,7,9-11H2,1-4H3,(H,21,22)/t17-,19-,20-/m1/s1",NFWKVWVWBFBAOV-MISYRCLQSA-N,CC(C)c1ccc2c(CC[C@H]3[C@@](C)(CCC[C@]23C)C(O)=O)c1,-4.6582,0.0,1,G1,300.44199999999995,4.904900000000004,89.28780000000006,22.0,1.0,1.0,2.0,2.0,120.0,1.0,1.0,2.0,3.0,37.3,133.4846862662308,2.076113052634317,603.7248493905562
B-1715,"[1,2,4,5]tetrazino[1,2-a][1,2,4,5]tetrazine, oct","InChI=1S/C4H12N6/c1-5-6-3-10-4-8-7-2-9(1)10/h5-8H,1-4H2",RRIGVQQUVAETIG-UHFFFAOYSA-N,C1NNCN2CNNCN12,-0.0128,0.0,1,G1,144.182,-2.448999999999998,35.68879999999999,10.0,6.0,4.0,6.0,0.0,58.0,0.0,2.0,2.0,2.0,54.6,59.45193919950476,1.9253677344386608,90.3154437621596
B-1716,nicotinanilide,"InChI=1S/C12H10N2O/c15-12(10-5-4-8-13-9-10)14-11-6-2-1-3-7-11/h1-9H,(H,14,15)",NYQXIOZBHWFCBU-UHFFFAOYSA-N,O=C(Nc1ccccc1)c2cccnc2,-3.093,0.0,1,G1,198.225,2.3339,58.632200000000026,15.0,2.0,1.0,3.0,2.0,74.0,2.0,0.0,0.0,2.0,41.99,87.7844717045559,2.1164219931177755,439.69400298496873
B-1717,"1,2,3-benzothiadiazol-5-amine","InChI=1S/C6H5N3S/c7-4-1-2-6-5(3-4)8-9-10-6/h1-3H,7H2",NTOZWWRQYAJWGC-UHFFFAOYSA-N,Nc1ccc2snnc2c1,-1.3045,0.0,1,G1,151.19400000000002,1.2735,41.827400000000004,10.0,4.0,1.0,4.0,0.0,50.0,2.0,0.0,0.0,2.0,51.8,61.642161137899535,2.860781632079713,354.5204153741743
B-1718,"thiocyanic acid, ammonium salt",InChI=1S/CHNS.H3N/c2-1-3;/h3H;1H3,SOIFLUNRINLCBN-UHFFFAOYSA-N,[NH4+].[S-]C#N,0.9178,0.10033919970000005,2,G3,76.12400000000001,0.3905799999999999,18.962800000000005,4.0,2.0,1.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,60.29,30.422647736646606,0.0,27.509775004326936
B-1719,"benzenemethanol, 2,4-dichloro-","InChI=1S/C7H6Cl2O/c8-6-2-1-5(4-10)7(9)3-6/h1-3,10H,4H2",DBHODFSFBXJZNY-UHFFFAOYSA-N,OCc1ccc(Cl)cc1Cl,-2.248,0.0,1,G1,177.03,2.4857000000000005,42.38480000000002,10.0,1.0,1.0,3.0,1.0,54.0,1.0,0.0,0.0,1.0,20.23,69.19711143985293,3.0699827149988397,235.04775799182192
B-1720,"methane, chloronitro-",InChI=1S/CH2ClNO2/c2-1-3(4)5/h1H2,CGKPGVZMSKVVOF-UHFFFAOYSA-N,[O-][N+](=O)CCl,-0.281,0.0,1,G1,95.48500000000001,0.4593999999999999,17.714399999999998,5.0,2.0,0.0,4.0,1.0,30.0,0.0,0.0,0.0,0.0,43.14,33.695492977211025,2.8473789230876716,44.912609383243264
B-1721,"propanal, 2-(hydroxyimino)-, oxime","InChI=1S/C3H6N2O2/c1-3(5-7)2-4-6/h2,5,7H,1H3/b3-2+",YYWZDZMCXPSGDF-NSCUHMNNSA-N,C\C(NO)=C/N=O,-0.3462,0.0,1,G1,102.093,0.5929,24.4742,7.0,4.0,2.0,4.0,2.0,40.0,0.0,0.0,0.0,0.0,61.69,40.77239864395103,3.4875567751094967,88.93569696954752
B-1722,"3,4-dichlorobenzyl alcohol","InChI=1S/C7H6Cl2O/c8-6-2-1-5(4-10)3-7(6)9/h1-3,10H,4H2",FVJIUQSKXOYFKG-UHFFFAOYSA-N,OCc1ccc(Cl)c(Cl)c1,-2.0439,0.0,1,G1,177.03,2.4857000000000005,42.38480000000002,10.0,1.0,1.0,3.0,1.0,54.0,1.0,0.0,0.0,1.0,20.23,69.19711143985293,3.04361805911428,235.04775799182192
B-1723,dibutyl phosphite,"InChI=1S/C8H18O3P/c1-3-5-7-10-12(9)11-8-6-4-2/h3-8H2,1-2H3/q+1",OSPSWZSRKYCQPF-UHFFFAOYSA-N,CCCCO[P+](=O)OCCCC,-1.4249,0.0,1,G1,193.20299999999995,3.2772000000000023,49.32650000000004,12.0,3.0,0.0,4.0,8.0,72.0,0.0,0.0,0.0,0.0,35.53,75.39898162447155,3.1032830489797623,104.87060032410332
B-1725,"1,4-dichloronaphthalene",InChI=1S/C10H6Cl2/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6H,JDPKCYMVSKDOGS-UHFFFAOYSA-N,Clc1ccc(Cl)c2ccccc12,-5.3576,0.22120000000000006,2,G3,197.06400000000002,4.146600000000002,53.96800000000002,12.0,0.0,0.0,2.0,0.0,60.0,2.0,0.0,0.0,2.0,0.0,80.71960010499551,2.946471324842402,380.60813525322834
B-1726,"2-[(6-chloro-3-pyridazinyl)thio]-n,n-diethylacet","InChI=1S/C10H14ClN3OS/c1-3-14(4-2)10(15)7-16-9-6-5-8(11)12-13-9/h5-6H,3-4,7H2,1-2H3",SSLKKMZJCJBOML-UHFFFAOYSA-N,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.7156,0.0,1,G1,259.762,2.0904999999999996,65.69400000000003,16.0,4.0,0.0,6.0,5.0,88.0,1.0,0.0,0.0,1.0,46.09,104.37653735866841,2.4492413621653952,340.422307952826
B-1727,nitrofen,InChI=1S/C12H7Cl2NO3/c13-8-1-6-12(11(14)7-8)18-10-4-2-9(3-5-10)15(16)17/h1-7H,XITQUSLLOSKDTB-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.4535,0.0,1,G1,284.098,4.693900000000002,69.63240000000002,18.0,3.0,0.0,6.0,3.0,92.0,2.0,0.0,0.0,2.0,52.370000000000005,112.86155073133101,2.2056443902318965,584.3764362570621
B-1728,chlornitrofen,InChI=1S/C12H6Cl3NO3/c13-7-5-10(14)12(11(15)6-7)19-9-3-1-8(2-4-9)16(17)18/h1-6H,XQNAUQUKWRBODG-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-5.6201,0.0,1,G1,318.543,5.3473000000000015,74.64240000000001,19.0,3.0,0.0,7.0,3.0,98.0,2.0,0.0,0.0,2.0,52.370000000000005,123.16481695821268,2.2859816458822264,605.611889190195
B-1729,"4-heptanol, 3-methyl-","InChI=1S/C8H18O/c1-4-6-8(9)7(3)5-2/h7-9H,4-6H2,1-3H3",JMRDKKYZLXDPLN-UHFFFAOYSA-N,CCCC(O)C(C)CC,-1.8406,0.0,1,G1,130.23099999999997,2.1935000000000002,40.369800000000005,9.0,1.0,1.0,1.0,4.0,56.0,0.0,0.0,0.0,0.0,20.23,58.08807958080182,3.324760174025222,61.58797503894244
B-1730,fluspirilene,"InChI=1S/C29H31F2N3O/c30-24-12-8-22(9-13-24)27(23-10-14-25(31)15-11-23)7-4-18-33-19-16-29(17-20-33)28(35)32-21-34(29)26-5-2-1-3-6-26/h1-3,5-6,8-15,27H,4,7,16-21H2,(H,32,35)",QOYHHIBFXOOADH-UHFFFAOYSA-N,Fc1ccc(cc1)C(CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccc(F)cc5,-4.6772,0.0,1,G1,475.5830000000001,5.305400000000005,134.21269999999996,35.0,3.0,1.0,6.0,7.0,182.0,3.0,2.0,2.0,5.0,35.58,205.11041491284027,1.2154019850501034,1081.3531799012549
B-1731,undecanedioic acid,"InChI=1S/C11H20O4/c12-10(13)8-6-4-2-1-3-5-7-9-11(14)15/h1-9H2,(H,12,13)(H,14,15)",LWBHHRRTOZQPDM-UHFFFAOYSA-N,OC(=O)CCCCCCCCCC(O)=O,-1.6274,0.0,1,G1,216.27699999999996,2.6665,56.82460000000004,15.0,2.0,2.0,4.0,10.0,88.0,0.0,0.0,0.0,0.0,74.6,90.30018387627523,2.9860783761566463,169.02694288582546
B-1732,dimethyl tetrachloroterephthalate,InChI=1S/C10H6Cl4O4/c1-17-9(15)3-5(11)7(13)4(10(16)18-2)8(14)6(3)12/h1-2H3,NPOJQCVWMSKXDN-UHFFFAOYSA-N,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-5.8221,0.0,1,G1,331.9660000000001,3.873400000000001,69.16100000000002,18.0,4.0,0.0,8.0,2.0,98.0,1.0,0.0,0.0,1.0,52.60000000000001,122.65437114371136,3.6568925941256207,451.0943439954273
B-1734,tritac,"InChI=1S/C10H11Cl3O2/c1-6(14)4-15-5-7-8(11)2-3-9(12)10(7)13/h2-3,6,14H,4-5H2,1H3",LJWIIRATRWPHBA-UHFFFAOYSA-N,CC(O)COCc1c(Cl)ccc(Cl)c1Cl,-3.5673,0.0,1,G1,269.555,3.544200000000002,62.80880000000003,15.0,2.0,1.0,5.0,4.0,84.0,1.0,0.0,0.0,1.0,29.46,103.7087492394313,2.713679888596874,339.68454012927407
B-1735,ketamine,"InChI=1S/C13H16ClNO.ClH/c1-15-13(9-5-4-8-12(13)16)10-6-2-3-7-11(10)14;/h2-3,6-7,15H,4-5,8-9H2,1H3;1H",VCMGMSHEPQENPE-UHFFFAOYSA-N,[H+].[Cl-].CNC1(CCCCC1=O)c2ccccc2Cl,-0.13699999999999998,0.0,1,G1,274.19100000000003,0.014300000000000646,66.77670000000003,17.0,2.0,1.0,4.0,2.0,94.0,1.0,1.0,1.0,2.0,29.1,114.63270889932244,1.444999709866727e-06,413.7326469484602
B-1736,"phenol, 4-chloro-3,5-dimethyl-2-(phenylmethyl)-","InChI=1S/C15H15ClO/c1-10-8-14(17)13(11(2)15(10)16)9-12-6-4-3-5-7-12/h3-8,17H,9H2,1-2H3",DTWBOPJMZJGHEW-UHFFFAOYSA-N,Cc1cc(O)c(Cc2ccccc2)c(C)c1Cl,-4.3009,0.0,1,G1,246.737,4.253240000000003,71.83880000000003,17.0,1.0,1.0,2.0,2.0,88.0,2.0,0.0,0.0,2.0,20.23,106.68082364782849,2.432738690965598,532.3632378198907
B-1737,"ethanediamide, n,n'-bis(2-hydroxyethyl)-","InChI=1S/C6H12N2O4/c9-3-1-7-5(11)6(12)8-2-4-10/h9-10H,1-4H2,(H,7,11)(H,8,12)",FPQJEXTVQZHURJ-UHFFFAOYSA-N,OCCNC(=O)C(=O)NCCO,-0.1124,0.0,1,G1,176.17199999999997,-2.7965999999999984,40.191,12.0,4.0,4.0,6.0,4.0,70.0,0.0,0.0,0.0,0.0,98.66000000000001,69.57519767150822,3.547260332536222,141.6270750562502
B-1738,psicofuranine,"InChI=1S/C11H15N5O5/c12-9-6-10(14-3-13-9)16(4-15-6)11(2-18)8(20)7(19)5(1-17)21-11/h3-5,7-8,17-20H,1-2H2,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1",BNZYRKVSCLSXSJ-IOSLPCCCSA-N,Nc1ncnc2n(cnc12)[C@]3(CO)O[C@H](CO)[C@@H](O)[C@H]3O,-1.5701,0.0,1,G1,297.27099999999996,-2.8334999999999986,68.7676,21.0,10.0,5.0,10.0,3.0,114.0,2.0,1.0,1.0,3.0,159.77,118.00533596983541,2.169037879531668,663.4914080650319
B-1739,o-methylphenoxyacetic acid,"InChI=1S/C9H10O3/c1-7-4-2-3-5-8(7)12-6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",QJVXBRUGKLCUMY-UHFFFAOYSA-N,Cc1ccccc1OCC(O)=O,-2.4424,0.0,1,G1,166.176,1.45842,44.30980000000002,12.0,2.0,1.0,3.0,3.0,64.0,1.0,0.0,0.0,1.0,46.53,70.59553054443344,2.628507002147093,280.85706625991145
B-1740,o-nitrophenoxyacetic acid,"InChI=1S/C8H7NO5/c10-8(11)5-14-7-4-2-1-3-6(7)9(12)13/h1-4H,5H2,(H,10,11)",TYHHDWAHJRRYCU-UHFFFAOYSA-N,OC(=O)COc1ccccc1[N+]([O-])=O,-2.016,0.0,1,G1,197.146,1.0582,46.22720000000002,14.0,4.0,1.0,6.0,4.0,74.0,1.0,0.0,0.0,1.0,89.66999999999999,78.88356415253662,2.844190583560692,362.50420086360384
B-1741,di-tert-butylsulfone,"InChI=1S/C8H18O2S/c1-7(2,3)11(9,10)8(4,5)6/h1-6H3",SPJQDMKTFSPPLO-UHFFFAOYSA-N,CC(C)(C)[S](=O)(=O)C(C)(C)C,-1.2177,0.0,1,G1,178.29699999999997,1.9982000000000002,48.42580000000003,11.0,2.0,0.0,3.0,0.0,68.0,0.0,0.0,0.0,0.0,34.14,69.91924421039238,5.1082272010688285,203.7981229131837
B-1742,perchloropropylene,"InChI=1S/C3Cl6/c4-1(2(5)6)3(7,8)9",VFDYKPARTDCDCU-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,-4.1651,0.0,1,G1,248.751,4.2421,44.87500000000001,9.0,0.0,0.0,6.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,82.59912958572853,4.399515870465618,125.72862410467503
B-1743,"2-furancarboxaldehyde, 5-bromo-",InChI=1S/C5H3BrO2/c6-5-2-1-4(3-7)8-5/h1-3H,WJTFHWXMITZNHS-UHFFFAOYSA-N,Brc1oc(C=O)cc1,-1.544,0.0,1,G1,174.981,1.8545999999999998,31.795499999999993,8.0,2.0,0.0,3.0,1.0,42.0,1.0,0.0,0.0,1.0,30.21,54.61974420365553,2.9963515694932705,192.06366915733074
B-1744,ipazine,"InChI=1S/C10H18ClN5/c1-5-16(6-2)10-14-8(11)13-9(15-10)12-7(3)4/h7H,5-6H2,1-4H3,(H,12,13,14,15)",OWYWGLHRNBIFJP-UHFFFAOYSA-N,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.7849,0.0,1,G1,243.74200000000002,2.1914999999999996,67.15670000000003,16.0,5.0,1.0,6.0,5.0,90.0,1.0,0.0,0.0,1.0,53.940000000000005,101.25790394380583,2.967455813245785,337.98131572503644
B-1745,"2-furancarboxylic acid, 5-methyl-","InChI=1S/C6H6O3/c1-4-2-3-5(9-4)6(7)8/h2-3H,1H3,(H,7,8)",OVOCLWJUABOAPL-UHFFFAOYSA-N,Cc1oc(cc1)C(O)=O,-0.8243,0.0,1,G1,126.11099999999996,1.28622,30.40429999999999,9.0,2.0,1.0,3.0,1.0,48.0,1.0,0.0,0.0,1.0,50.440000000000005,51.911372464606785,2.977648531786832,223.96177402882645
B-1746,"2-furancarboxaldehyde, 5-(methoxymethyl)-","InChI=1S/C7H8O3/c1-9-5-7-3-2-6(4-8)10-7/h2-4H,5H2,1H3",ASHVULSQMDWKFO-UHFFFAOYSA-N,COCc1oc(C=O)cc1,-0.4992,0.23824786295,2,G3,140.13799999999998,1.2385,34.8085,10.0,3.0,0.0,3.0,3.0,54.0,1.0,0.0,0.0,1.0,39.44,58.59562605631426,2.677365428803547,214.38072508108667
B-1748,picloram,"InChI=1S/C6H3Cl3N2O2/c7-1-3(10)2(8)5(9)11-4(1)6(12)13/h(H2,10,11)(H,12,13)",NQQVFXUMIDALNH-UHFFFAOYSA-N,Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl,-2.7494,0.009700000000000042,2,G3,241.46099999999998,2.3222,50.63869999999999,13.0,3.0,2.0,7.0,1.0,70.0,1.0,0.0,0.0,1.0,76.21000000000001,88.22143844473759,3.4973813605379935,380.63238051790546
B-1749,dipropalin,"InChI=1S/C13H19N3O4/c1-4-6-14(7-5-2)13-11(15(17)18)8-10(3)9-12(13)16(19)20/h8-9H,4-7H2,1-3H3",UDVZOMAEGATTSE-UHFFFAOYSA-N,CCCN(CCC)c1c(cc(C)cc1[N+]([O-])=O)[N+]([O-])=O,-2.9663,0.0,1,G1,281.312,3.437820000000002,77.28280000000002,20.0,5.0,0.0,7.0,7.0,110.0,1.0,0.0,0.0,1.0,89.51999999999998,117.05178303547618,3.5195921307408695,475.3328869044959
B-1750,"2,6-di-t-butyl-p-tolyl methylcarbamate","InChI=1S/C17H27NO2/c1-11-9-12(16(2,3)4)14(20-15(19)18-8)13(10-11)17(5,6)7/h9-10H,1-8H3,(H,18,19)",PNRAZZZISDRWMV-UHFFFAOYSA-N,CNC(=O)Oc1c(cc(C)cc1C(C)(C)C)C(C)(C)C,-4.598,0.0,1,G1,277.408,4.308220000000004,83.66270000000006,20.0,2.0,1.0,3.0,1.0,112.0,1.0,0.0,0.0,1.0,38.33,122.27069589101832,3.5839975759713067,469.69689351050397
B-1752,10h-phenothiazin-3-ol,"InChI=1S/C12H9NOS/c14-8-5-6-10-12(7-8)15-11-4-2-1-3-9(11)13-10/h1-7,13-14H",JAMWHXUWMDVHJF-UHFFFAOYSA-N,Oc1ccc2Nc3ccccc3Sc2c1,-2.5748,0.0,1,G1,215.27700000000002,3.6004000000000005,61.954500000000024,15.0,3.0,2.0,3.0,0.0,74.0,2.0,0.0,1.0,3.0,32.26,91.94987213320105,2.108606050374169,524.7806108146203
B-1753,"2,4-d, methyl ester","InChI=1S/C9H8Cl2O3/c1-13-9(12)5-14-8-3-2-6(10)4-7(8)11/h2-4H,5H2,1H3",HWIGZMADSFQMOI-UHFFFAOYSA-N,COC(=O)COc1ccc(Cl)cc1Cl,-2.9596,0.0,1,G1,235.066,2.5452000000000004,53.97300000000002,14.0,3.0,0.0,5.0,3.0,76.0,1.0,0.0,0.0,1.0,35.53,91.52137447550764,2.6321748000640026,338.828993542009
B-1754,"2,4,5-t, ethyl ester","InChI=1S/C10H9Cl3O3/c1-2-15-10(14)5-16-9-4-7(12)6(11)3-8(9)13/h3-4H,2,5H2,1H3",LVNNFHCEDQSWSC-UHFFFAOYSA-N,CCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,-4.8493,0.0,1,G1,283.538,3.588700000000002,63.60000000000002,16.0,3.0,0.0,6.0,4.0,88.0,1.0,0.0,0.0,1.0,35.53,108.18958281678592,2.6709856086940738,393.1407987110952
B-1755,"2,4-d, octyl ester","InChI=1S/C16H22Cl2O3/c1-2-3-4-5-6-7-10-20-16(19)12-21-15-9-8-13(17)11-14(15)18/h8-9,11H,2-7,10,12H2,1H3",JWEDKKSQRXHXJD-UHFFFAOYSA-N,CCCCCCCCOC(=O)COc1ccc(Cl)cc1Cl,-7.0217,0.0,1,G1,333.255,5.2759000000000045,86.29200000000004,21.0,3.0,0.0,5.0,10.0,118.0,1.0,0.0,0.0,1.0,35.53,136.0759692762839,2.1090610092354276,435.53030729343914
B-1756,"2,4-d, propyl ester","InChI=1S/C11H12Cl2O3/c1-2-5-15-11(14)7-16-10-4-3-8(12)6-9(10)13/h3-4,6H,2,5,7H2,1H3",URELEWKDONECLX-UHFFFAOYSA-N,CCCOC(=O)COc1ccc(Cl)cc1Cl,-4.2502,0.0,1,G1,263.12,3.325400000000002,63.20700000000003,16.0,3.0,0.0,5.0,5.0,88.0,1.0,0.0,0.0,1.0,35.53,104.25125870430087,2.449851880586933,366.2473496198969
B-1757,p-meo-b-phenylpropionic acid,"InChI=1S/C10H12O3/c1-13-9-5-2-8(3-6-9)4-7-10(11)12/h2-3,5-6H,4,7H2,1H3,(H,11,12)",FIUFLISGGHNPSM-UHFFFAOYSA-N,COc1ccc(CCC(O)=O)cc1,-2.2144,0.0,1,G1,180.203,1.7124,48.95080000000002,13.0,2.0,1.0,3.0,4.0,70.0,1.0,0.0,0.0,1.0,46.53,76.96047265883007,2.5375612644950314,276.7262618127396
B-1758,"2,4-d, butoxyethyl ester","InChI=1S/C14H18Cl2O4/c1-2-3-6-18-7-8-19-14(17)10-20-13-5-4-11(15)9-12(13)16/h4-5,9H,2-3,6-8,10H2,1H3",ZMWGIGHRZQTQRE-UHFFFAOYSA-N,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,-4.4276,0.0,1,G1,321.20000000000005,3.7321000000000026,78.64300000000004,20.0,4.0,0.0,6.0,9.0,112.0,1.0,0.0,0.0,1.0,44.760000000000005,128.4596302769976,2.1625713992357176,423.63497228146275
B-1761,benzthiazuron,"InChI=1S/C9H9N3OS/c1-10-8(13)12-9-11-6-4-2-3-5-7(6)14-9/h2-5H,1H3,(H2,10,11,12,13)",DTCJYIIKPVRVDD-UHFFFAOYSA-N,CNC(=O)Nc1sc2ccccc2n1,-4.2373,0.0,1,G1,207.258,2.0476,57.69840000000001,14.0,3.0,2.0,5.0,1.0,72.0,2.0,0.0,0.0,2.0,54.02,84.96420959864324,2.3104906039484137,432.77993566168897
B-1762,chlorotrinitromethane,"InChI=1S/CClN3O6/c2-1(3(6)7,4(8)9)5(10)11",GNZCDDDPGSFZFG-UHFFFAOYSA-N,[O-][N+](=O)C(Cl)([N+]([O-])=O)[N+]([O-])=O,-1.9259,0.0,1,G1,185.479,-0.33340000000000014,29.567200000000003,11.0,6.0,0.0,10.0,3.0,62.0,0.0,0.0,0.0,0.0,129.42000000000002,63.001444422210625,4.985152095352672,187.82818531582762
B-1763,"1,2-cyclohexanediol, 1-methyl-4-(1-methylethenyl","InChI=1S/C10H18O2/c1-7(2)8-4-5-10(3,12)9(11)6-8/h8-9,11-12H,1,4-6H2,2-3H3",WKZWTZTZWGWEGE-UHFFFAOYSA-N,CC(=C)C1CCC(C)(O)C(O)C1,-0.2311,0.0,1,G1,170.252,1.4745,48.78560000000003,12.0,2.0,2.0,2.0,1.0,70.0,0.0,1.0,1.0,1.0,40.46,73.91676337607755,2.5783462906713295,184.2776008164882
B-1764,propane-1-thiosulfinic acid s-propyl ester,"InChI=1S/C6H14OS2/c1-3-5-8-9(7)6-4-2/h3-6H2,1-2H3",XPRZAEWSYWTDSQ-UHFFFAOYSA-N,CCCS[S](=O)CCC,-0.9199,0.0,1,G1,166.31099999999995,2.2033000000000005,46.049400000000034,9.0,2.0,0.0,3.0,5.0,56.0,0.0,0.0,0.0,0.0,17.07,63.4612879151034,3.0613168393721577,83.12704561867443
